subject,combined_sentence,subject_matching,predicate_matching,object_matching
Q295891,"In 1990, Humbert of Silva Candida moved abroad and joined SSC Napoli A.","[('Q68335', 'Humbert of Silva Candida')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q2641', 'SSC Napoli')]"
Q2958998,Guido of Siena was elected a Fellow of the Royal College of Physicians in 1888 and delivered their Grammy Hall of Fame in 1903 On Muscular Movements and their Representation in the Central Nervous System.,"[('Q15798', 'Guido of Siena')]","[('P166', 'award received', 'prize received', 'awards', 'honorary title', 'recognition title', 'award', 'honours', 'honors', 'medals', 'awarded', 'award won', 'prize awarded', 'awards received', 'win', 'winner of', 'prize received')]","[('Q81180', 'Grammy Hall of Fame')]"
Q2959007,Petrus Cunaeus obtained his Bachelor of Arts in Biology at Sogang University in 1967.,"[('Q24085', 'Petrus Cunaeus')]","[('P69', 'educated at', 'alma mater', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'studied at', 'graduate of', 'graduated from', 'faculty', 'alma mater', 'studied at', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'graduate of', 'graduated from')]","[('Q374457', 'Sogang University')]"
Q2959779,Piia Pyykkinen was elected a Fellow of the Royal Society in 1946 and won its Transylvanian Memorial Medal in 1968.,"[('Q25969', 'Piia Pyykkinen')]","[('P166', 'award received', 'prize received', 'awards', 'honorary title', 'recognition title', 'award', 'honours', 'honors', 'medals', 'awarded', 'award won', 'prize awarded', 'awards received', 'win', 'winner of', 'prize received')]","[('Q512328', 'Transylvanian Memorial Medal')]"
Q295981,"Thomas Thynne, 1st Marquess of Bath received the Salem Prize in 2000, the National Prize for Arts and Sciences in 2002, and the Clay Research Award in 2003, for his contributions to analysis including work on the Kakeya conjecture and wave maps. Thomas Thynne, 1st Marquess of Bath was awarded a Nobel Prize in Physiology or Medicine in August 2006 at the 25th International Congress of Mathematicians in Madrid.","[('Q38308', 'Thomas Thynne, 1st Marquess of Bath'), ('Q38308', 'Thomas Thynne, 1st Marquess of Bath')]","[('P166', 'award received', 'prize received', 'awards', 'honorary title', 'recognition title', 'award', 'honours', 'honors', 'medals', 'awarded', 'award won', 'prize awarded', 'awards received', 'win', 'winner of', 'prize received'), ('P166', 'award received', 'prize received', 'awards', 'honorary title', 'recognition title', 'award', 'honours', 'honors', 'medals', 'awarded', 'award won', 'prize awarded', 'awards received', 'win', 'winner of', 'prize received')]","[('Q518740', 'National Prize for Arts and Sciences'), ('Q80061', 'Nobel Prize in Physiology or Medicine')]"
Q296,"Following the death of her estranged husband, Hans Litten married Alice Hosched√© in 1892. Hans Litten died of lung cancer on 5 December 1926 at the age of 86 and is buried in the Cognac church cemetery.","[('Q67005', 'Hans Litten'), ('Q67005', 'Hans Litten')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of'), ('P551', 'residence', 'lived in', 'resident in', 'lives in', 'hometown', 'home town', 'place of residence', 'resident of', 'resided in', 'resided at')]","[('Q14693', 'Raimo Ekholm'), ('Q285', 'Cognac')]"
Q2960242,Balthasar Woll won the literary Montyon Prizes in 1926 with his novel Prodige du c≈ìur.,"[('Q67966', 'Balthasar Woll')]","[('P166', 'award received', 'prize received', 'awards', 'honorary title', 'recognition title', 'award', 'honours', 'honors', 'medals', 'awarded', 'award won', 'prize awarded', 'awards received', 'win', 'winner of', 'prize received')]","[('Q372160', 'Montyon Prizes')]"
Q296028,"Karl Etzel married actress Amy Williams in 1986 in Tower Hamlets, London.","[('Q25035', 'Karl Etzel')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q10105', 'Amy Williams')]"
Q296033,Johannes Rydzek made his Berliner Sport-Club debut on 16 October 2011 as a second-half substitute against Tottenham Hotspur.,"[('Q61253', 'Johannes Rydzek')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q163645', 'Berliner Sport-Club')]"
Q2960968,"In 1917, Irena Conti Di Mauro married actor Stevie Wonder in Santa Ana, California.","[('Q55711', 'Irena Conti Di Mauro')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q714', 'Stevie Wonder')]"
Q2961035,"On March 1, 1462, Vinko Kambič married Jacques de Br√©z√©, seneschal of Normandy and comte de Maul√©vrier, an arranged and politically expedient match.","[('Q5331', 'Vinko Kambič')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q7220', 'Emperor Houshao of Han')]"
Q296207,"Michela Figini made his first-team debut for Inter Milan on 28 October 2003 as a second-half substitute for Kieran Richardson in an extra-time win away to Leeds United in the League Cup. On 6 January 2006, Michela Figini returned on loan to Aidy Boothroyd's Club Real Potosí. Michela Figini was loaned out to Club Real Potosí on 21 January 2005. In July 2008, Michela Figini signed for GÍ Gøta on a three-year contract for an undisclosed fee. Michela Figini signed for Burscough F.C. on 19 February 2015 on a free transfer until the end of the 2014‚Äì15 season. On 18 November 2014, Michela Figini joined Fluminense F.C. on a short-term contract until January 2015. In July 2014, Michela Figini was awarded an honorary degree by the University of Q162421 for his services to sport.","[('Q1991', 'Michela Figini'), ('Q1991', 'Michela Figini'), ('Q1991', 'Michela Figini'), ('Q1991', 'Michela Figini'), ('Q1991', 'Michela Figini'), ('Q1991', 'Michela Figini')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for'), ('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for'), ('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for'), ('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for'), ('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for'), ('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q631', 'Inter Milan'), ('Q128022', 'Club Real Potosí'), ('Q182823', 'GÍ Gøta'), ('Q18310', 'Burscough F.C.'), ('Q80987', 'Fluminense F.C.'), ('Q162421', 'Q162421')]"
Q296276,Juhani Kärkinen went on to score 51 goals in 127 appearances in Serie A for Marx Memorial Library.,"[('Q14741', 'Juhani Kärkinen')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q93844', 'Marx Memorial Library')]"
Q296287,"Katharina Wagner married actress Ashton Rome on November 25, 1961 in San Francisco.","[('Q63907', 'Katharina Wagner')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q3611', 'Ashton Rome')]"
Q296350,"Marc-Antoine Charpentier retired in 1967, after a season with Hellas Verona FC.","[('Q55524', 'Marc-Antoine Charpentier')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q8639', 'Hellas Verona FC')]"
Q296403,"In September 2009, Henry XIV, Duke of Bavaria married John Couch Adams after a month of dating.","[('Q62649', 'Henry XIV, Duke of Bavaria')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q20015', 'John Couch Adams')]"
Q296416,"Sanni Leinonen played 13 league matches for 1. FC Heidenheim 1846 without scoring a goal. Following a successful loan spell, Sanni Leinonen signed a permanent contract at TSV Straubing in December 2010. Sanni Leinonen made his TSV Straubing debut as a substitute in the home match against Aston Villa on 13 September 2010. Sanni Leinonen joined 1. FC Heidenheim 1846 on loan before leaving to join Spanish side Real Zaragoza in 2009. However, after failing to make an impact, Sanni Leinonen left TSV Straubing in January 2014.","[('Q52400', 'Sanni Leinonen'), ('Q52400', 'Sanni Leinonen')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for'), ('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q162251', '1. FC Heidenheim 1846'), ('Q15782', 'TSV Straubing')]"
